CommentID,AnswerID,CommenterID,CommentDate,CommentTextLen,Reputation,CommentAge,IsAccepted,CommentTextProc,CommentScore,Sentiment,Label,Group,IsUseful,IsUsefulSum,AnswerDate,ByAsker,ByAnswerer,ByOtherAnswerer,ByCommenter,ByOutsider,AnswererID,QuestionID,AskerID,ByInsider
25473221,4739898,723980,2013-07-08 03:55:19,175,757,900.340486111111,FALSE,not unregist receiv paus app receiv broadcast background wake act notif user exampl,0,0,9,4,1,1,2011-01-19 19:45:01,0,0,0,0,1,574859,2463175,64193,0
5249879,4744706,460601,2011-01-20 14:09:27,20,18,0.255972222222222,TRUE,thnx tri,0,0,20,7,0,0,2011-01-20 08:00:51,1,0,0,0,0,15541,4744679,460601,1
37187965,4755799,1382059,2014-06-08 14:57:46,149,52,1234.38150462963,FALSE,note algorithm veri expens may dramat slow down client perform execut code frequent,3,0,4,2,1,1,2011-01-21 05:48:24,0,0,0,0,1,358157,4755631,583989,0
5264609,4758293,13249,2011-01-21 13:26:53,219,131111,0.0806481481481482,TRUE,<CALL> sound like url not correct server block request when correct make sure support serv jsonp user normal json without wrapper not work cross domain,0,0.5994,18,6,1,1,2011-01-21 11:30:45,0,1,0,0,0,13249,4758253,434893,1
5271068,4763831,541686,2011-01-21 21:38:08,305,4494,0.0204398148148148,FALSE,<CALL> not question general not general oper like misread appar downvot everyon not answer differ question also realiz question like way subject vagu answer argument,2,0.0094,20,7,0,0,2011-01-21 21:08:42,0,1,0,0,0,541686,4763798,16241,1
5317887,4798989,462006,2011-01-25 21:29:15,134,90,0.00472222222222222,TRUE,valid jqueri object but not contain ani element alert text box length bet alert,0,0.4215,9,4,1,1,2011-01-25 21:22:27,0,0,0,0,1,419970,4798963,194881,0
5317887,4798989,462006,2011-01-25 21:29:15,116,90,0.00472222222222222,TRUE,but use class selector without set root slow doe not support base get element class,0,-0.3089,9,4,1,1,2011-01-25 21:22:27,0,0,0,0,1,419970,4798963,194881,0
5317887,4798989,462006,2011-01-25 21:29:15,96,90,0.00472222222222222,TRUE,anoth way would target input class live keyup function,0,0,16,6,1,1,2011-01-25 21:22:27,0,0,0,0,1,419970,4798963,194881,0
5330665,4808053,27535,2011-01-26 19:15:11,59,64669,0.055462962962963,FALSE,<CALL> let see updat permut,0,0,20,7,0,0,2011-01-26 17:55:19,0,1,0,0,0,27535,4808008,590822,1
5346391,4819943,512958,2011-01-27 19:05:30,107,1327,0.051087962962963,TRUE,<CALL> roth updat answer addit explan whi think chang need,1,0,18,6,1,1,2011-01-27 17:51:56,0,1,0,0,0,512958,4819672,516160,1
5356528,4824460,568080,2011-01-28 12:26:57,192,1079,0.388159722222222,TRUE,<CALL> poni henc line answer inc not sql much not show code but translat sql fill blank make work,1,0,20,7,0,0,2011-01-28 03:08:00,0,1,0,0,0,568080,4823550,301816,1
5360656,4831013,17300,2011-01-28 17:21:33,203,1303,0.00851851851851852,TRUE,document give typeof string great output want get number back var precis <CODE> bewar round middl comput,1,0.6597,18,6,1,1,2011-01-28 17:09:17,0,0,0,0,1,5445,4830952,498900,0
30302523,4847370,2533527,2013-12-01 00:52:15,45,72,1034.8921412037,FALSE,could link ani exampl how use ?,0,0,14,5,1,1,2011-01-31 03:27:34,0,0,0,1,0,189804,4847296,195965,1
5402616,4861920,418748,2011-02-01 11:30:09,108,,0.00412037037037037,TRUE,also doe not support variabl length array but guess use gcc <CODE> which offer extens,0,-0.3089,18,6,1,1,2011-02-01 11:24:13,0,0,0,0,1,,4861824,340554,0
71900111,4879879,694105,2017-02-21 18:44:39,77,964,2210.90016203704,FALSE,shortcut str lower case replac upper case <CODE>,1,0,16,6,1,1,2011-02-02 21:08:25,0,0,0,0,1,244128,4878756,445142,0
5442047,4891329,599752,2011-02-03 20:28:36,22,5,0.00128472222222222,FALSE,look awesom thank,0,0.8217,1,1,0,0,2011-02-03 20:26:45,1,0,0,0,0,3501,4872786,599752,1
5475752,4915489,88447,2011-02-06 19:38:49,23,226,0.0157638888888889,FALSE,return everyth,0,0,20,7,0,0,2011-02-06 19:16:07,1,0,0,0,0,139077,4915469,88447,1
34381851,4915489,623700,2014-03-22 22:49:18,109,431,1140.14804398148,FALSE,distinct select modifi not column modifi distinct user messag distinct user messag,0,0,18,6,1,1,2011-02-06 19:16:07,0,0,0,0,1,139077,4915469,88447,0
72673714,4920619,246376,2017-03-14 07:13:16,249,619,2226.83221064815,TRUE,warn duplic key updat foo foo <CODE> increas chanc get deadlock becaus addit hold next key lock index <URL>,1,0.1779,9,4,1,1,2011-02-07 11:14:53,0,0,0,0,1,606330,2366813,195192,0
29963165,4930296,224976,2013-11-20 22:20:54,43,701,1016.65344907407,TRUE,delet suo file necessari,2,0,18,6,1,1,2011-02-08 06:39:56,0,0,0,0,1,492238,2625239,255971,0
5505876,4938358,23501,2011-02-08 21:14:00,353,13342,0.0102662037037037,FALSE,<CALL> implement http server client not see problem <CALL> reason not see relev implement experi knowledg given protocol actual http meant res tful get but rapid abus protocol led abund res tless web today,4,-0.8326,2,2,1,1,2011-02-08 20:59:13,0,0,1,0,0,47961,4938276,509023,1
5537776,4962153,442580,2011-02-10 20:52:40,115,508,0.0247453703703704,TRUE,<CALL> tri refer class librari project creat refer file but empti,0,-0.2363,10,4,1,1,2011-02-10 20:17:02,1,0,0,0,0,76337,4961587,442580,1
5572836,4987524,202738,2011-02-14 01:52:09,59,598,0.11556712962963,FALSE,note onli work drupal not drupal,9,0,12,4,1,1,2011-02-13 23:05:44,0,0,0,0,1,128976,4987466,97101,0
5572773,4988105,341508,2011-02-14 01:40:59,17,3972,0.0135069444444444,TRUE,glad work,0,0.7184,1,1,0,0,2011-02-14 01:21:32,0,1,0,0,0,341508,4988086,129195,1
5583122,4995974,454049,2011-02-14 19:22:15,91,679,0.0279166666666667,TRUE,dont understand where get onli see,0,0,15,5,1,1,2011-02-14 18:42:03,1,0,0,0,0,556528,4995788,454049,1
5619358,5014872,11241,2011-02-17 02:59:48,238,4315,0.716064814814815,TRUE,whi downvot ? read blog post link see inde show how strong name link assembl sign use verifi assembl sign specif certif,4,0.5106,2,2,1,1,2011-02-16 09:48:40,0,1,0,0,0,11241,5013024,368810,1
29291478,5030086,985306,2013-10-31 21:25:15,20,532,987.297731481481,FALSE,"",5,0,16,6,1,1,2011-02-17 14:16:31,0,0,0,0,1,590042,5029840,621510,0
18834048,5084339,157510,2012-12-04 21:54:03,446,455,651.007025462963,FALSE,particular foo often function accomplish metaprogram task syntact annoy way foo macro provid syntact pleas abstract top minim amount logic macro push much possibl function where usual easier understand debug still maintain minim macro top syntax transform capabl,12,0.8434,18,6,1,1,2011-02-22 21:43:56,0,0,0,0,1,,5082850,428050,0
5740834,5111053,399649,2011-02-25 15:47:41,44,1709,0.739224537037037,FALSE,perfect rare especi regex,0,0.5719,1,1,0,0,2011-02-24 22:03:12,0,0,1,0,0,86421,5111029,331071,1
5741503,5111053,86421,2011-02-25 16:25:40,154,883,0.765601851851852,FALSE,<CALL> dont believ phone part post part origin post certain issu regex when match phone number,0,0.5719,9,4,1,1,2011-02-24 22:03:12,0,1,0,0,0,86421,5111029,331071,1
5744143,5117256,573261,2011-02-25 19:28:11,197,12466,0.287800925925926,FALSE,<CALL> realis pivot claus use valu <CODE> data right ? <CODE> <CODE> valu themselv use sign ? but guess whi smile,1,0.6553,18,6,1,1,2011-02-25 12:33:45,0,1,0,0,0,573261,5116157,177694,1
5751107,5127073,540312,2011-02-26 13:17:35,357,3377,0.0071875,TRUE,<CALL> exact array sequenc someth but need know array length work safe string termin <CODE> usual use instead not pass length around convent but wide respect lot librari function standard librari third parti librari,1,0.8573,18,6,1,1,2011-02-26 13:07:14,0,0,0,0,1,19563,5127064,225312,0
5757765,5131701,87234,2011-02-27 09:06:57,160,60076,0.132824074074074,TRUE,<CALL> see but perhap comment good enough jame fix answer correct doe good correct exampl ?,1,0.8271,20,7,0,0,2011-02-27 05:55:41,0,0,0,1,0,151292,5131691,2063015,1
5764435,5136811,319906,2011-02-28 01:01:28,78,5070,0.0670717592592593,FALSE,normal not write prolog els claus backtrack,0,0,5,3,1,1,2011-02-27 23:24:53,0,1,0,0,0,319906,5136742,636157,1
5764435,5136811,319906,2011-02-28 01:01:28,104,5070,0.0670717592592593,FALSE,want find <CODE> copi valu <CODE> right ? could not quit tell question descript,0,0.4019,15,5,1,1,2011-02-27 23:24:53,0,1,0,0,0,319906,5136742,636157,1
5860129,5210706,646931,2011-03-06 13:36:47,114,12,0.0141782407407407,TRUE,wait ustood sorri mist dint see order anyway caught aloof miss,0,-0.3612,20,7,0,0,2011-03-06 13:16:22,1,0,0,0,0,73226,5210631,646931,1
5890747,5234270,366738,2011-03-08 15:12:37,51,385,0.00232638888888889,FALSE,not answer comment instead,1,0,20,7,0,0,2011-03-08 15:09:16,0,0,0,1,0,649667,5234232,528370,1
5945428,5273880,505088,2011-03-11 18:30:18,118,15236,0.184259259259259,TRUE,<CALL> usual naiv simpl algorithm recurs one tricki one non recurs variant,0,-0.4019,16,6,1,1,2011-03-11 14:04:58,0,1,0,0,0,505088,5273857,296155,1
5950652,5280469,387347,2011-03-12 04:54:46,96,1865,0.0363310185185185,TRUE,got troubl not familiar window plugin read doc,0,-0.4019,20,7,0,0,2011-03-12 04:02:27,0,1,0,0,0,387347,5280396,1949807,1
6005170,5310285,563735,2011-03-16 06:15:03,76,738,0.831006944444444,TRUE,dont want show set visibl invis not gone,0,-0.0572,16,6,1,1,2011-03-15 10:18:24,0,1,0,0,0,563735,5310217,540638,1
6005170,5310285,563735,2011-03-16 06:15:03,46,738,0.831006944444444,TRUE,exact which mean align tabl,0,0,18,6,1,1,2011-03-15 10:18:24,0,1,0,0,0,563735,5310217,540638,1
6009114,5323556,444118,2011-03-16 11:51:48,191,1134,0.0813310185185185,TRUE,perhap enter two statement updat command <CODE> separ <CODE> probabl work but not way updat two tabl one updat <CODE> statement,1,-0.296,5,3,1,1,2011-03-16 09:54:41,0,1,0,0,0,444118,5323399,203882,1
6039569,5347527,622481,2011-03-18 03:50:16,27,14,0.0431828703703704,TRUE,updat per request,0,0,20,7,0,0,2011-03-18 02:48:05,1,0,0,0,0,200291,5347494,622481,1
6051409,5347527,200291,2011-03-18 19:35:16,101,4133,0.69943287037037,TRUE,<CALL> whoop accident insert exclam point where not mean work,0,-0.34,18,6,1,1,2011-03-18 02:48:05,0,1,0,0,0,200291,5347494,622481,1
6041221,5349087,19068,2011-03-18 07:31:50,16,78744,0.0127893518518519,TRUE,work,0,0,1,1,0,1,2011-03-18 07:13:25,0,1,0,0,0,19068,5349058,475685,1
6041221,5349087,19068,2011-03-18 07:31:50,50,78744,0.0127893518518519,TRUE,<URL>,0,0,19,6,1,1,2011-03-18 07:13:25,0,1,0,0,0,19068,5349058,475685,1
6383856,5359887,35306,2011-04-09 15:54:28,79,6051,21.5113773148148,FALSE,clear never use gemston none argument make ani sens,2,0.5938,13,4,1,1,2011-03-19 03:38:05,0,0,0,0,1,9990,5358131,407674,0
59194971,5365931,2715,2016-03-03 00:28:07,85,1564,1809.99625,TRUE,when use method make text titl label truncat middl,3,0,9,4,1,1,2011-03-20 00:33:31,0,0,0,0,1,419348,5363789,249071,0
6070078,5370744,59314,2011-03-20 19:38:56,51,213,0.021724537037037,TRUE,<CALL> what look thank,0,0.4199,1,1,0,0,2011-03-20 19:07:39,1,0,0,0,0,12950,5370716,59314,1
31805044,5377300,3172322,2014-01-15 10:24:52,99,100,1030.933125,FALSE,could make interfac member implicit public but allow explicit declar not public,2,0.3291,18,6,1,1,2011-03-21 12:01:10,0,0,0,1,0,139985,5376970,583980,1
6191261,5424847,64046,2011-03-28 16:53:24,31,1280,3.86833333333333,FALSE,would not shoot messeng,0,0.2584,1,1,0,0,2011-03-24 20:03:00,0,0,0,0,1,396730,5424761,667608,0
6191261,5424847,64046,2011-03-28 16:53:24,115,1280,3.86833333333333,FALSE,unless philipp part project which case wait till get way befor start shoot,0,0.4588,20,7,0,0,2011-03-24 20:03:00,0,0,0,0,1,396730,5424761,667608,0
6141081,5425206,561731,2011-03-24 20:39:35,59,2225,0.00165509259259259,FALSE,how make parent frame manipul ifram ?,0,0,14,5,1,1,2011-03-24 20:37:12,1,0,0,0,0,182668,5425184,561731,1
25631471,5446000,16673,2013-07-12 07:22:41,64,10299,838.343090277778,FALSE,perhap valid queri ping select would work better ?,1,0.4404,16,6,1,1,2011-03-26 23:08:38,0,0,0,0,1,251173,5445917,0,0
6172636,5448215,213469,2011-03-27 10:04:16,22,2560,0.0440625,FALSE,updat main post,0,0,20,7,0,0,2011-03-27 09:00:49,0,1,0,0,0,213469,5448171,655259,1
6172712,5448215,213469,2011-03-27 10:15:43,168,2560,0.0520138888888889,FALSE,case xml file contain node subdomain subdomain project info key key key custom xml format per requir,0,0,16,6,1,1,2011-03-27 09:00:49,0,1,0,0,0,213469,5448171,655259,1
16669058,5474231,286871,2012-09-13 10:30:18,45,13556,533.831284722222,TRUE,refer caml also support gad,1,0.3612,7,3,1,1,2011-03-29 14:33:15,0,0,0,0,1,296093,4634303,46450,0
6296815,5486829,283787,2011-04-04 14:55:56,258,469,5.06769675925926,FALSE,yeah look good rememb though need upper lower limit lower confidencelevel mean valu float doubl std dev math sqrt upper confidencelevel mean valu float doubl std dev math sqrt,0,0.4404,5,3,1,1,2011-03-30 13:18:27,0,1,0,0,0,283787,5486690,306251,1
6234327,5494603,22517,2011-03-31 02:12:44,218,2847,0.00377314814814815,TRUE,assum not mess syntax onli eras item want remov <CODE> move item end match predic eras return iter end vector,1,0.3261,18,6,1,1,2011-03-31 02:07:18,0,1,0,0,0,22517,5494415,574969,1
6285555,5531972,50476,2011-04-03 19:49:18,33,21724,0.00596064814814815,TRUE,thank correct tim,1,0.4404,1,1,0,1,2011-04-03 19:40:43,0,1,0,0,0,50476,5531899,17925,1
6285555,5531972,50476,2011-04-03 19:49:18,63,21724,0.00596064814814815,TRUE,yeah support look ahead but doe not support look behind,1,0.7184,5,3,1,1,2011-04-03 19:40:43,0,1,0,0,0,50476,5531899,17925,1
6312553,5542997,685663,2011-04-05 13:01:53,54,6,0.751087962962963,TRUE,could find ani unblock option use window,0,0.3818,13,4,1,1,2011-04-04 19:00:19,1,0,0,0,0,591318,5538466,685663,1
6340121,5572868,400589,2011-04-06 21:05:32,69,65,0.00456018518518519,FALSE,would think actual return true but run,1,0.2263,13,4,1,1,2011-04-06 20:58:58,1,0,0,0,0,304615,5572815,400589,1
6427216,5607091,700205,2011-04-12 16:07:17,20,0,2.88552083333333,FALSE,thank link,0,0.4404,1,1,0,1,2011-04-09 18:52:08,1,0,0,0,0,696435,5607047,700205,1
6427216,5607091,700205,2011-04-12 16:07:17,73,0,2.88552083333333,FALSE,howev net stream append byte method onli work flv format,0,0,9,4,1,1,2011-04-09 18:52:08,1,0,0,0,0,696435,5607047,700205,1
6427216,5607091,700205,2011-04-12 16:07:17,140,0,2.88552083333333,FALSE,basic read flv file disk file stream chang bit send byte net stream append byte,0,0,18,6,1,1,2011-04-09 18:52:08,1,0,0,0,0,696435,5607047,700205,1
6404735,5621412,480527,2011-04-11 12:51:51,107,3305,0.0068287037037037,TRUE,alway use attr valu <CODE> what want seem defeat purpos abstract,4,-0.4019,9,4,1,1,2011-04-11 12:42:01,1,0,0,0,0,197368,5621324,480527,1
6404735,5621412,480527,2011-04-11 12:51:51,117,3305,0.0068287037037037,TRUE,know much understand still think intuit approach would return true fals,4,0.4215,16,6,1,1,2011-04-11 12:42:01,1,0,0,0,0,197368,5621324,480527,1
44772041,5642396,875806,2015-01-28 21:44:49,127,829,1386.96747685185,TRUE,look like activ sorl django mockup <CODE> stop year ago django autofixtur recent activ,1,0.1531,12,4,1,1,2011-04-12 22:31:39,0,0,0,1,0,630877,5642323,228939,1
6469316,5668661,39677,2011-04-14 19:39:04,94,9568,0.00331018518518519,FALSE,refer <URL>,0,0,19,6,1,1,2011-04-14 19:34:18,1,0,0,0,0,25300,5668608,39677,1
6510894,5698280,389288,2011-04-18 03:42:39,108,442,0.00118055555555556,FALSE,static constructor call onc want call method everi time when constructor call,0,0.0772,18,6,1,1,2011-04-18 03:40:57,1,0,0,0,0,63436,5698229,389288,1
6517220,5702927,566032,2011-04-18 12:45:31,43,1245,0.00876157407407407,FALSE,tri abov clean syntax,0,0.4019,18,6,1,1,2011-04-18 12:32:54,0,1,0,0,0,566032,5702863,688013,1
6531409,5713153,174295,2011-04-19 07:58:59,176,118,0.0102083333333333,FALSE,cours onli problem extern depend call privat constructor not pretti legaci code etc which what want avoid,0,-0.1027,9,4,1,1,2011-04-19 07:44:17,1,0,0,0,0,219661,5713122,174295,1
6573798,5743883,330315,2011-04-21 13:26:20,108,11002,0.0521759259259259,TRUE,might also tri gui tool list <URL>,1,0,16,6,1,1,2011-04-21 12:11:12,0,1,0,0,0,330315,5743804,704967,1
6573798,5743883,330315,2011-04-21 13:26:20,101,11002,0.0521759259259259,TRUE,gui tool mention command way display structur tabl,1,0,18,6,1,1,2011-04-21 12:11:12,0,1,0,0,0,330315,5743804,704967,1
6633734,5748495,11225,2011-04-26 07:32:07,146,5851,4.52716435185185,FALSE,<CALL> yes encod introduc add coupl condit defin exclud non unicod delphi version,1,0.1372,12,4,1,1,2011-04-21 18:53:00,0,1,0,0,0,11225,5744373,343825,1
6604105,5765427,625158,2011-04-23 18:47:52,232,122,0.0948726851851852,TRUE,correct code use data handler <CODE> byte array data sourc <CODE> use googl group thread <URL>,1,0,5,3,1,1,2011-04-23 16:31:15,0,1,0,0,0,625158,5765059,634529,1
6604105,5765427,625158,2011-04-23 18:47:52,47,122,0.0948726851851852,TRUE,tri tell work pleas ?,1,0.3182,14,5,1,1,2011-04-23 16:31:15,0,1,0,0,0,625158,5765059,634529,1
6621112,5775745,723298,2011-04-25 12:30:31,23,32,0.263252314814815,TRUE,awesom thank much,0,0.807,1,1,0,0,2011-04-25 06:11:26,1,0,0,0,0,111950,5775719,723298,1
6625525,5775745,723298,2011-04-25 18:12:14,175,32,0.500555555555556,TRUE,import anyth upper ? becaus slight edit code seem got error base upper also what exact doe split ?,0,-0.4696,14,5,1,1,2011-04-25 06:11:26,1,0,0,0,0,111950,5775719,723298,1
6630057,5784360,551449,2011-04-26 00:05:32,110,1499,0.0283217592592593,TRUE,<CALL> suppli inform question yeaaah right extraordinari idea not ?,0,0,20,7,0,0,2011-04-25 23:24:45,0,0,1,0,0,84270,5783417,428052,1
19306404,5800936,1460422,2012-12-21 11:26:37,164,500,604.152592592593,FALSE,<CALL> thank odd thing network doe not support ipv yet server window machin report ipv loopback address,0,-0.2635,10,4,1,1,2011-04-27 07:46:53,0,0,0,1,0,448501,5800927,515787,1
9328906,5808671,487039,2011-10-06 14:07:47,57,64,161.824814814815,FALSE,not work use intelli,1,0,13,4,1,1,2011-04-27 18:20:03,0,0,0,0,1,592882,5807414,636761,0
6783970,5895973,174368,2011-05-05 10:13:15,167,447,0.00239583333333333,FALSE,googl mvc kind thing tri stay away not know valid sourc correct oversimplif,0,0.0516,9,4,1,1,2011-05-05 10:09:48,1,0,0,0,0,477127,5895805,174368,1
46625684,5905508,468793,2015-03-23 10:17:08,155,45639,1417.41892361111,TRUE,<CALL> futur reader solut not realli differ marcosc answer use eval <CODE> function <CODE> constructor doe insid,4,0.3869,18,6,1,1,2011-05-06 00:13:53,0,0,0,0,1,452830,5905492,305270,0
6817478,5919798,179910,2011-05-07 08:02:54,219,83739,0.00834490740740741,FALSE,function ctype <CODE> take int <CODE> reason getc <CODE> fgetc <CODE> etc return int <CODE> accommod eof <CODE> which need distinct ani valu char <CODE> sign char <CODE> unsign char <CODE>,3,0.34,18,6,1,1,2011-05-07 07:50:53,0,0,1,0,0,464709,5919735,541686,1
6836245,5932879,703531,2011-05-09 05:41:09,105,1266,0.00994212962962963,FALSE,deploy purpos request user log root patch deploy worst idea,2,-0.6249,9,4,1,1,2011-05-09 05:26:50,0,0,0,0,1,612678,5932804,703414,0
6860448,5950157,560648,2011-05-10 12:43:57,36,13725,0.00212962962962963,FALSE,<CALL> int true <CODE>,0,0,16,6,1,1,2011-05-10 12:40:53,0,0,1,0,0,28169,5950144,183667,1
6860636,5950157,560648,2011-05-10 12:55:32,129,13725,0.0101736111111111,FALSE,<CALL> right use copi constructor requir copi constructor access true miss word copi,0,0.1531,18,6,1,1,2011-05-10 12:40:53,0,0,1,0,0,28169,5950144,183667,1
6874190,5959964,20862,2011-05-11 06:18:16,58,99806,0.00774305555555556,FALSE,want file want ? make mind,0,0.1531,15,5,1,1,2011-05-11 06:07:07,0,1,0,0,0,20862,5959940,748083,1
20267954,5978463,125269,2013-01-26 03:06:09,117,129,624.581273148148,TRUE,code snippet incomplet where doe pdf string come assum typo ? cam pdf asciifi,2,0,10,4,1,1,2011-05-12 13:09:07,0,0,0,0,1,70945,5977969,673018,0
6971836,6029544,366904,2011-05-17 10:45:24,219,28056,0.00871527777777778,TRUE,problem not actual code doe not work fact work perfect not believ return correct folder becaus empti next time look user error <CODE> tag,2,0.1082,18,6,1,1,2011-05-17 10:32:51,0,0,0,1,0,572644,6029498,739326,1
6971836,6029544,366904,2011-05-17 10:45:24,81,28056,0.00871527777777778,TRUE,think fire virtual machin check ani strang bug,2,-0.6597,20,7,0,1,2011-05-17 10:32:51,0,0,0,1,0,572644,6029498,739326,1
14246067,6040822,479863,2012-06-06 21:00:39,127,88381,385.596527777778,TRUE,<CALL> thank updat turn communiti wiki make easier everyon keep date,0,0.6908,20,7,0,0,2011-05-18 06:41:39,0,1,0,0,0,479863,6040583,240759,1
7005173,6052958,456851,2011-05-19 02:37:25,27,3446,0.0319328703703704,TRUE,thank josh great help,0,0.9136,1,1,0,0,2011-05-19 01:51:26,1,0,0,0,0,603977,6052869,456851,1
7005570,6052958,456851,2011-05-19 03:37:46,586,3446,0.0738425925925926,TRUE,<CALL> also regard manual bind not sure what want mean like textfield basic data sent bound string certain class when segment toggl want string refresh becaus set valu transform check prefer yes convert valu someth els valu would onli think chang could pass valu transform would what hope make sens right ?,0,0.9673,18,6,1,1,2011-05-19 01:51:26,1,0,0,0,0,603977,6052869,456851,1
7028154,6068002,669153,2011-05-20 08:22:47,20,101,0.100092592592593,FALSE,flex sdk,0,0,16,6,1,1,2011-05-20 05:58:39,0,1,0,0,0,669153,6067679,702166,1
7028944,6068002,702166,2011-05-20 09:19:56,114,33,0.139780092592593,FALSE,<CALL> download wrong file download correct sdk found thank instant respons,0,-0.4767,18,6,1,1,2011-05-20 05:58:39,1,0,0,0,0,669153,6067679,702166,1
7046654,6082035,260594,2011-05-21 14:38:58,133,2289,0.0498148148148148,FALSE,get ? pleas let know still not get write full explan what problem better way,0,0.3612,15,5,1,1,2011-05-21 13:27:14,1,0,0,0,0,673924,6081929,260594,1
7046654,6082035,260594,2011-05-21 14:38:58,87,2289,0.0498148148148148,FALSE,<CALL> want get entiti row which delet button press,0,0.0772,18,6,1,1,2011-05-21 13:27:14,1,0,0,0,0,673924,6081929,260594,1
7058320,6090522,319702,2011-05-22 20:23:51,218,1358,0.00481481481481482,FALSE,thank repli use rvm use got use usr local rvm gem rubi but when rubi still get rubi revis linux ani idea thank,0,0.7003,14,5,1,1,2011-05-22 20:16:55,1,0,0,0,0,298624,6090373,319702,1
73723564,6090623,541686,2017-04-10 17:42:22,15,109640,2149.87990740741,TRUE,<CALL> yes,2,0.4019,16,6,1,1,2011-05-22 20:35:18,0,1,0,0,0,541686,6090614,614008,1
7255430,6125652,7116,2011-06-03 13:42:53,192,12891,8.98820601851852,FALSE,<CALL> fortran debugg not nice net one lot hack common seen construct languag where write <CODE> printf <CODE> debug common,1,-0.3252,18,6,1,1,2011-05-25 13:59:52,0,0,0,0,1,34397,6125634,769709,0
7166930,6166640,22656,2011-05-29 08:13:46,87,306173,0.0040162037037037,TRUE,but arg <CODE> doe right thing check what oper doe,2,0,16,6,1,1,2011-05-29 08:07:59,0,1,0,0,0,22656,6166611,744406,1
7166930,6166640,22656,2011-05-29 08:13:46,81,306173,0.0040162037037037,TRUE,<CALL> invest time learn how use debugg one thing,2,0,20,7,0,1,2011-05-29 08:07:59,0,1,0,0,0,22656,6166611,744406,1
7231383,6190097,206001,2011-06-02 06:14:39,13,82,1.60539351851852,TRUE,right,0,0,1,1,0,1,2011-05-31 15:42:53,1,0,0,0,0,190807,6184824,206001,1
7231383,6190097,206001,2011-06-02 06:14:39,258,82,1.60539351851852,TRUE,problem two fold data core data sent server gmt formmat pars data might not necessarili gmt need adjust time core data time come normal gmt,0,-0.4019,18,6,1,1,2011-05-31 15:42:53,1,0,0,0,0,190807,6184824,206001,1
9821299,6264475,458193,2011-11-05 22:19:49,116,6712,151.454976851852,TRUE,<CALL> creat anoth question probabl refer one help formul problem,2,0.5719,20,7,0,0,2011-06-07 11:24:39,1,0,0,0,0,413501,6264361,458193,1
7311074,6266240,421223,2011-06-07 13:53:21,72,8243,0.00133101851851852,FALSE,give read write execut right everyon bad advic,1,-0.2732,9,4,1,1,2011-06-07 13:51:26,0,0,0,1,0,560161,6266204,456222,1
7332188,6280269,743214,2011-06-08 15:15:19,309,2770,0.0371296296296296,FALSE,although agre answer thorough inspect incorrect use function answer not relev either typic not matter what solut problem complet differ design approach circumv problem answer,1,0,13,4,1,1,2011-06-08 14:21:51,0,0,1,0,0,211659,6280149,450179,1
7368343,6303531,468793,2011-06-10 12:29:21,131,10266,0.189895833333333,TRUE,<CALL> left select queri includ work fine <URL>,0,0.2023,5,3,1,1,2011-06-10 07:55:54,0,1,0,0,0,468793,6303443,792335,1
7370248,6307608,419970,2011-06-10 14:17:32,24,16391,0.000625,FALSE,file bug ?,0,0,14,5,1,1,2011-06-10 14:16:38,1,0,0,0,0,19068,6307586,419970,1
7394160,6307608,158285,2011-06-12 18:36:42,148,1011,2.18060185185185,FALSE,selector return div tri set disabl attribut write invalid html not quibbl good answer,0,-0.3412,18,6,1,1,2011-06-10 14:16:38,0,0,0,0,1,19068,6307586,419970,0
39313351,6339896,1271412,2014-08-11 05:23:21,39,348,1153.95216435185,FALSE,ubuntu sudo apt get instal gnuplot,0,0,16,6,1,1,2011-06-14 06:32:14,0,0,0,0,1,234359,1828874,195347,0
75547970,6339896,24267,2017-05-30 19:02:59,109,4915,2177.52135416667,FALSE,unfortun not find gitstat use like see better breakdown stat author,0,0.7096,9,4,1,1,2011-06-14 06:32:14,0,0,0,0,1,234359,1828874,195347,0
75547970,6339896,24267,2017-05-30 19:02:59,83,4915,2177.52135416667,FALSE,hint get run window <URL>,0,0,19,6,1,1,2011-06-14 06:32:14,0,0,0,0,1,234359,1828874,195347,0
7476271,6381461,672405,2011-06-17 05:19:49,18,35,0.0206481481481482,TRUE,thank done,0,0.7096,1,1,0,0,2011-06-17 04:50:05,1,0,0,0,0,307585,6381445,672405,1
7476582,6381461,672405,2011-06-17 05:48:34,194,35,0.0406134259259259,TRUE,<CALL> sujit make landscap portrait vice versa time creat method call ani way time oncreat method not call load,0,0,14,5,1,1,2011-06-17 04:50:05,1,0,0,0,0,307585,6381445,672405,1
7477172,6382009,669995,2011-06-17 06:45:46,34,18,0.0222916666666667,TRUE,not luck still not show,0,-0.296,13,4,1,1,2011-06-17 06:13:40,1,0,0,0,0,800728,6381942,669995,1
7477482,6382009,669995,2011-06-17 07:11:16,119,18,0.04,TRUE,found funni pass color variabl string need put ? ? singl quot,0,0.504,18,6,1,1,2011-06-17 06:13:40,1,0,0,0,0,800728,6381942,669995,1
7507763,6398128,114770,2011-06-19 15:59:55,111,5170,0.884247685185185,TRUE,tri function <URL> check comment gotcha,1,0.4588,19,6,1,1,2011-06-18 18:46:36,0,1,0,0,0,114770,6397973,793213,1
